act_symbol,date,period,net_income,sales,average_shares,income_from_continuing_operations
AAT,2018-09-30,Quarter,14270000,82510000,64140000,14270000
AAT,2018-12-31,Quarter,9210000,82610000,64150000,9210000
AAT,2019-03-31,Quarter,15240000,85320000,64180000,15240000
AAT,2019-06-30,Quarter,11940000,84110000,66890000,11940000
AAT,2019-09-30,Quarter,16520000,98360000,75830000,16520000
AAT,2019-12-31,Quarter,16490000,98950000,76050000,16490000
AAT,2020-03-31,Quarter,15480000,96740000,76110000,15480000
AAT,2020-06-30,Quarter,9830000,82110000,76120000,9830000
AAT,2020-09-30,Quarter,6490000,84370000,76120000,6490000
AAT,2020-12-31,Quarter,3790000,81350000,76130000,3790000
AAT,2021-03-31,Quarter,1730000,83990000,76170000,1730000
AAT,2021-06-30,Quarter,11490000,91810000,76170000,11490000
AAT,2021-09-30,Quarter,12900000,98290000,76170000,12900000
AAT,2021-12-31,Quarter,10480000,101750000,76180000,10480000
AAT,2022-03-31,Quarter,13510000,101470000,76220000,13510000
AAT,2022-06-30,Quarter,13590000,104160000,76220000,13590000
AAT,2022-09-30,Quarter,16370000,111020000,76230000,16370000
AAT,2022-12-31,Quarter,12410000,106000000,76250000,12410000
AAT,2023-03-31,Quarter,20670000,107750000,76330000,20670000
AAT,2023-06-30,Quarter,15400000,109720000,76330000,15400000
AAT,2023-09-30,Quarter,15140000,111200000,76330000,15140000
AAT,2023-12-31,Quarter,13490000,112490000,76380000,13490000
AAT,2024-03-31,Quarter,24620000,110700000,76490000,24620000
AAT,2024-06-30,Quarter,15290000,110890000,76490000,15290000
AAT,2024-09-30,Quarter,21320000,122810000,76500000,21320000
AAT,2024-12-31,Quarter,11580000,113460000,76570000,11580000
AATC,2020-12-31,Quarter,370000,2880000,5330000,370000
AATC,2021-03-31,Quarter,1130000,2980000,5340000,1130000
AATC,2021-06-30,Quarter,750000,3790000,5350000,750000
AATC,2021-09-30,Quarter,610000,3270000,5360000,610000
AATC,2021-12-31,Quarter,-200000,3200000,5370000,-200000
AATC,2022-03-31,Quarter,20000,2750000,5380000,20000
AATC,2022-06-30,Quarter,70000,2820000,5390000,70000
AATC,2022-09-30,Quarter,640000,3160000,5400000,640000
AAU,2016-09-30,Quarter,-700000,90000,85500000,-700000
AAU,2016-12-31,Quarter,-510000,0,70520000,-510000
AAU,2017-03-31,Quarter,-1180000,0,78000000,-1180000
AAU,2017-06-30,Quarter,-610000,0,90930000,-610000
AAU,2017-09-30,Quarter,-1170000,0,100150000,-1170000
AAU,2017-12-31,Quarter,-1080000,0,101010000,-1080000
AAU,2018-03-31,Quarter,-700000,0,102200000,-700000
AAU,2018-06-30,Quarter,-910000,0,104690000,-910000
AAU,2018-09-30,Quarter,-480000,0,111640000,-480000
AAU,2018-12-31,Quarter,-620000,0,107580000,-620000
AAU,2019-03-31,Quarter,-710000,0,111730000,-710000
AAU,2019-06-30,Quarter,-450000,0,111730000,-450000
AAU,2019-09-30,Quarter,-830000,0,111730000,-830000
AAU,2019-12-31,Quarter,-840000,0,111730000,-840000
AAU,2020-03-31,Quarter,-700000,0,112030000,-700000
AAU,2020-06-30,Quarter,-660000,0,117240000,-660000
AAU,2020-09-30,Quarter,-160000,0,119160000,-160000
AAU,2020-12-31,Quarter,-810000,0,117260000,-810000
AAU,2021-03-31,Quarter,-1130000,0,123520000,-1130000
AAU,2021-06-30,Quarter,-390000,0,137220000,-390000
AAU,2021-09-30,Quarter,-1000000,0,132700000,-1000000
AAU,2021-12-31,Quarter,390000,0,158570000,390000
AAU,2022-03-31,Quarter,-900000,0,137220000,-900000
AAU,2022-06-30,Quarter,-730000,0,137220000,-730000
AAU,2022-09-30,Quarter,-100000,0,137220000,-100000
AAU,2022-12-31,Quarter,-7390000,0,137220000,-7390000
AAU,2023-03-31,Quarter,-410000,0,137220000,-410000
AAU,2023-06-30,Quarter,-580000,0,137220000,-580000
AAU,2023-09-30,Quarter,-570000,0,137220000,-570000
AAV,2016-09-30,Quarter,6280000,33140000,204630000,6280000
AAV,2016-12-31,Quarter,-5770000,45600000,176900000,-5770000
AAV,2017-03-31,Quarter,31920000,49580000,188070000,31920000
AAV,2017-06-30,Quarter,13640000,47410000,189270000,13640000
AAWW,2016-09-30,Quarter,-7950000,448020000,24840000,-7500000
AAWW,2016-12-31,Quarter,28420000,529730000,25550000,28740000
AAWW,2017-03-31,Quarter,-750000,475390000,25740000,40000
AAWW,2017-06-30,Quarter,38940000,517370000,26790000,39040000
AAWW,2017-09-30,Quarter,-24160000,535750000,25260000,-24200000
AAWW,2017-12-31,Quarter,209450000,627950000,27440000,209450000
AAWW,2018-03-31,Quarter,9610000,590010000,25960000,9630000
AAWW,2018-06-30,Quarter,-21150000,666150000,25570000,-21120000
AAWW,2018-09-30,Quarter,71130000,656610000,28750000,71140000
AAWW,2018-12-31,Quarter,210970000,764960000,27910000,211000000
AAWW,2019-03-31,Quarter,-29710000,679680000,25740000,-29710000
AAWW,2019-06-30,Quarter,86870000,663920000,26950000,86870000
AAWW,2019-09-30,Quarter,59970000,648540000,25850000,59970000
AAWW,2019-12-31,Quarter,-410250000,747050000,25870000,-410250000
AAWW,2020-03-31,Quarter,23350000,643500000,25970000,23350000
AAWW,2020-06-30,Quarter,78910000,825250000,26180000,78910000
AAWW,2020-09-30,Quarter,74050000,809890000,26620000,74050000
AAWW,2020-12-31,Quarter,183970000,932480000,29670000,183970000
AAWW,2021-03-31,Quarter,89930000,861300000,29480000,89930000
AAWW,2021-06-30,Quarter,107110000,990430000,30320000,107110000
AAWW,2021-09-30,Quarter,119540000,1016100000,30550000,119540000
AAWW,2021-12-31,Quarter,176740000,1163000000,31820000,176740000
AAWW,2022-03-31,Quarter,81510000,1037160000,34690000,81510000
AAWW,2022-06-30,Quarter,88260000,1179970000,33680000,88260000
AAWW,2022-09-30,Quarter,60100000,1124550000,34070000,60100000
AAWW,2022-12-31,Quarter,126010000,1207420000,34330000,126010000
AAXN,2016-09-30,Quarter,3840000,71880000,53140000,3840000
AAXN,2016-12-31,Quarter,6340000,82080000,53170000,6340000
AAXN,2017-03-31,Quarter,4580000,79240000,53680000,4580000
AAXN,2017-06-30,Quarter,2280000,79640000,53770000,2280000
AAXN,2017-09-30,Quarter,420000,90260000,53840000,420000
AAXN,2017-12-31,Quarter,-2070000,94650000,52910000,-2070000
AAXN,2018-03-31,Quarter,12930000,101220000,54530000,12930000
AAXN,2018-06-30,Quarter,8490000,99230000,57050000,8490000
AAXN,2018-09-30,Quarter,5710000,104840000,59810000,5710000
AAXN,2018-12-31,Quarter,2080000,114790000,59670000,2080000
AAXN,2019-03-31,Quarter,6420000,115810000,59750000,6420000
AAXN,2019-06-30,Quarter,740000,112360000,60000000,740000
AAXN,2019-09-30,Quarter,6100000,130840000,60060000,6100000
AAXN,2019-12-31,Quarter,-12380000,171850000,60260000,-12380000
AAXN,2020-03-31,Quarter,4070000,147160000,60390000,4070000
AAXN,2020-06-30,Quarter,-30760000,141260000,60350000,-30760000
AAXN,2020-09-30,Quarter,-870000,166440000,63500000,-870000
AB,2016-09-30,Quarter,50260000,747590000,96480000,50260000
AB,2016-12-31,Quarter,70880000,786260000,94980000,70880000
AB,2017-03-31,Quarter,43910000,764920000,96770000,43910000
AB,2017-06-30,Quarter,41740000,802310000,96490000,41740000
AB,2017-09-30,Quarter,43180000,812150000,93770000,43180000
AB,2017-12-31,Quarter,78590000,919140000,93640000,78590000
AB,2018-03-31,Quarter,58160000,867790000,97320000,58160000
AB,2018-06-30,Quarter,58460000,844740000,98640000,58460000
AB,2018-09-30,Quarter,65900000,850180000,97650000,65900000
AB,2018-12-31,Quarter,59880000,804660000,95580000,59880000
AB,2019-03-31,Quarter,46440000,795460000,95220000,46440000
AB,2019-06-30,Quarter,52270000,857800000,96840000,52270000
AB,2019-09-30,Quarter,59830000,877870000,96520000,59830000
AB,2019-12-31,Quarter,80020000,987300000,95750000,80020000
AB,2020-03-31,Quarter,62260000,874160000,98340000,62260000
AB,2020-06-30,Quarter,56930000,871450000,96900000,56930000
AB,2020-09-30,Quarter,67000000,900040000,95730000,67000000
AB,2020-12-31,Quarter,93200000,1062890000,95980000,93200000
AB,2021-03-31,Quarter,81090000,1007270000,100180000,81090000
AB,2021-06-30,Quarter,90920000,1076820000,99920000,90920000
AB,2021-09-30,Quarter,88680000,1092830000,99410000,88680000
AB,2021-12-31,Quarter,125160000,1264680000,98490000,125160000
AB,2022-03-31,Quarter,85930000,1105690000,99210000,85930000
AB,2022-06-30,Quarter,68140000,971440000,98760000,68140000
AB,2022-09-30,Quarter,56320000,986980000,272650000,56320000
AB,2022-12-31,Quarter,63780000,990180000,108490000,63780000
AB,2023-03-31,Quarter,67440000,1024090000,113550000,67440000
AB,2023-06-30,Quarter,60560000,1008460000,114260000,60560000
AB,2023-09-30,Quarter,56990000,1032060000,285360000,56990000
AB,2023-12-31,Quarter,79200000,1090720000,111550000,79200000
AB,2024-03-31,Quarter,77220000,1104150000,114700000,77220000
AB,2024-06-30,Quarter,113520000,1027940000,115030000,113520000
AB,2024-09-30,Quarter,127200000,1085490000,114040000,127200000
AB,2024-12-31,Quarter,105430000,1257560000,112740000,105430000
ABAC,2016-09-30,Quarter,-2710000,7840000,7990000,-1780000
ABAC,2017-03-31,Quarter,30000,6680000,7990000,30000
ABAC,2017-06-30,Quarter,60000,6220000,7980000,60000
ABAC,2017-09-30,Quarter,390000,6790000,7980000,390000
ABAC,2017-12-31,Quarter,630000,7310000,7980000,630000
ABAC,2018-03-31,Quarter,200000,7230000,7980000,200000
ABAC,2018-06-30,Quarter,-420000,6180000,7980000,-420000
ABAT,2023-09-30,Quarter,-7230000,0,46130000,-7230000
ABAT,2023-12-31,Quarter,-9290000,0,47760000,-9290000
ABAT,2024-03-31,Quarter,-10000000,0,51990000,-10000000
ABAT,2024-06-30,Quarter,-25980000,340000,54190000,-25980000
ABAT,2024-09-30,Quarter,-11690000,200000,69520000,-11690000
ABAT,2024-12-31,Quarter,-13400000,330000,75320000,-13400000
ABAX,2016-09-30,Quarter,11430000,58550000,22750000,11490000
ABAX,2016-12-31,Quarter,6840000,52770000,22790000,6860000
ABAX,2017-03-31,Quarter,7550000,58200000,22870000,7540000
ABAX,2017-06-30,Quarter,6330000,58260000,22970000,6330000
ABB,2016-09-30,Quarter,568000000,8255000000,2139000000,573000000
ABB,2016-12-31,Quarter,425000000,8993000000,2141000000,472000000
ABB,2017-03-31,Quarter,724000000,7854000000,2148000000,760000000
ABB,2017-06-30,Quarter,525000000,8454000000,2151000000,580000000
ABB,2017-09-30,Quarter,571000000,8724000000,2142000000,608000000
ABB,2017-12-31,Quarter,393000000,9280000000,2150000000,423000000
ABB,2018-03-31,Quarter,572000000,8627000000,2145000000,605000000
ABB,2018-06-30,Quarter,681000000,8889000000,2138000000,709000000
ABB,2018-09-30,Quarter,603000000,9257000000,2138000000,636000000
ABB,2018-12-31,Quarter,317000000,889000000,2134000000,-375000000
ABB,2019-03-31,Quarter,535000000,6847000000,2134000000,415000000
ABB,2019-06-30,Quarter,64000000,7171000000,2132000000,-54000000
ABB,2019-09-30,Quarter,515000000,6892000000,2135000000,422000000
ABB,2019-12-31,Quarter,325000000,7068000000,2137000000,307000000
ABB,2020-03-31,Quarter,376000000,6216000000,2138000000,326000000
ABB,2020-06-30,Quarter,319000000,6154000000,2137000000,395000000
ABB,2020-09-30,Quarter,4540000000,6582000000,2119000000,-503000000
ABB,2020-12-31,Quarter,-89000000,7182000000,2071000000,127000000
ABB,2021-03-31,Quarter,502000000,6901000000,2034000000,551000000
ABB,2021-06-30,Quarter,752000000,7449000000,2031000000,789000000
ABB,2021-09-30,Quarter,652000000,7028000000,2019000000,687000000
ABB,2021-12-31,Quarter,2640000000,7567000000,1991000000,2703000000
ABB,2022-03-31,Quarter,604000000,6965000000,1953000000,643000000
ABB,2022-06-30,Quarter,379000000,7251000000,1918000000,406000000
ABB,2022-09-30,Quarter,360000000,7406000000,1889000000,420000000
ABB,2022-12-31,Quarter,1132000000,7824000000,1881000000,1168000000
ABBV,2016-09-30,Quarter,1598000000,6432000000,1640000000,1598000000
ABBV,2016-12-31,Quarter,1391000000,6796000000,1623000000,1391000000
ABBV,2017-03-31,Quarter,1711000000,6538000000,1603000000,1711000000
ABBV,2017-06-30,Quarter,1915000000,6944000000,1600000000,1915000000
ABBV,2017-09-30,Quarter,1631000000,6995000000,1603000000,1631000000
ABBV,2017-12-31,Quarter,52000000,7739000000,1602000000,52000000
ABBV,2018-03-31,Quarter,2783000000,7934000000,1596000000,2783000000
ABBV,2018-06-30,Quarter,1983000000,8278000000,1572000000,1983000000
ABBV,2018-09-30,Quarter,2747000000,8236000000,1515000000,2747000000
ABBV,2018-12-31,Quarter,-1826000000,8305000000,1496000000,-1826000000
ABBV,2019-03-31,Quarter,2456000000,7828000000,1483000000,2456000000
ABBV,2019-06-30,Quarter,741000000,8255000000,1484000000,741000000
ABBV,2019-09-30,Quarter,1884000000,8479000000,1483000000,1884000000
ABBV,2019-12-31,Quarter,2801000000,8704000000,1485000000,2801000000
ABBV,2020-03-31,Quarter,3010000000,8619000000,1484000000,3010000000
ABBV,2020-06-30,Quarter,-738000000,10425000000,1647000000,-739000000
ABBV,2020-09-30,Quarter,2308000000,12902000000,1774000000,2313000000
ABBV,2020-12-31,Quarter,36000000,13858000000,1776000000,38000000
ABBV,2021-03-31,Quarter,3553000000,13010000000,1775000000,3555000000
ABBV,2021-06-30,Quarter,766000000,13959000000,1776000000,769000000
ABBV,2021-09-30,Quarter,3179000000,14342000000,1777000000,3180000000
ABBV,2021-12-31,Quarter,4044000000,14886000000,1778000000,4045000000
ABBV,2022-03-31,Quarter,4490000000,13538000000,1778000000,4493000000
ABBV,2022-06-30,Quarter,924000000,14583000000,1776000000,928000000
ABBV,2022-09-30,Quarter,3949000000,14812000000,1776000000,3952000000
ABBV,2022-12-31,Quarter,2473000000,15121000000,1778000000,2472000000
ABBV,2023-03-31,Quarter,239000000,12225000000,1776000000,241000000
ABBV,2023-06-30,Quarter,2024000000,13865000000,1771000000,2027000000
ABBV,2023-09-30,Quarter,1778000000,13927000000,1771000000,1781000000
ABBV,2023-12-31,Quarter,822000000,14301000000,1772000000,824000000
ABBV,2024-03-31,Quarter,1369000000,12310000000,1773000000,1372000000
ABBV,2024-06-30,Quarter,1370000000,14462000000,1771000000,1373000000
ABBV,2024-09-30,Quarter,1561000000,14460000000,1772000000,1564000000
ABBV,2024-12-31,Quarter,-22000000,15102000000,1769000000,-23000000
ABC,2016-09-30,Quarter,143610000,37560610000,226850000,143610000
ABC,2016-12-31,Quarter,247250000,38169270000,221980000,247250000
ABC,2017-03-31,Quarter,411470000,37147400000,221220000,411470000
ABC,2017-06-30,Quarter,50350000,38707140000,221870000,50350000
ABC,2017-09-30,Quarter,-344590000,39120020000,218500000,-344590000
ABC,2017-12-31,Quarter,861850000,40466330000,220820000,861850000
ABC,2018-03-31,Quarter,287460000,41033860000,222300000,282160000
ABC,2018-06-30,Quarter,275810000,43142310000,220760000,277880000
ABC,2018-09-30,Quarter,233290000,43297140000,217490000,194000000
ABC,2018-12-31,Quarter,393650000,45392450000,213970000,391750000
ABC,2019-03-31,Quarter,27140000,43319600000,212560000,28070000
ABC,2019-06-30,Quarter,301960000,45239270000,211160000,302000000
ABC,2019-09-30,Quarter,132620000,45637800000,209680000,132310000
ABC,2019-12-31,Quarter,187640000,47864740000,207520000,186570000
ABC,2020-03-31,Quarter,960280000,47417640000,207060000,971110000
ABC,2020-06-30,Quarter,289440000,45366780000,205540000,287270000
ABC,2020-12-31,Quarter,374850000,52516550000,206800000,378710000
ABC,2021-03-31,Quarter,435270000,49154170000,207320000,434010000
ABC,2021-06-30,Quarter,292120000,53405700000,208910000,295450000
ABC,2021-09-30,Quarter,437700000,58912430000,210810000,436450000
ABC,2021-12-31,Quarter,449110000,59628810000,211170000,449420000
ABC,2022-03-31,Quarter,548010000,57719450000,211990000,555250000
ABC,2022-06-30,Quarter,406960000,60064600000,211740000,363200000
ABC,2022-09-30,Quarter,294740000,61174150000,209960000,298680000
ABC,2022-12-31,Quarter,479750000,62846830000,206330000,476170000
ABC,2023-03-31,Quarter,435400000,63457200000,204260000,428210000
ABC,2023-06-30,Quarter,479580000,66947050000,204380000,479210000
ABCB,2016-09-30,Quarter,21560000,91070000,35200000,21560000
ABCB,2016-12-31,Quarter,18180000,87230000,35290000,18180000
ABCB,2017-03-31,Quarter,21150000,92760000,36040000,21150000
ABCB,2017-06-30,Quarter,23090000,99600000,37490000,23090000
ABCB,2017-09-30,Quarter,20160000,103320000,37550000,20160000
ABCB,2017-12-31,Quarter,9150000,103130000,37560000,9150000
ABCB,2018-03-31,Quarter,26660000,105980000,38250000,26660000
ABCB,2018-06-30,Quarter,9390000,121250000,39710000,9390000
ABCB,2018-09-30,Quarter,41440000,151290000,47690000,41440000
ABCB,2018-12-31,Quarter,43540000,153220000,47590000,43540000
ABCB,2019-03-31,Quarter,39910000,155700000,47460000,39910000
ABCB,2019-06-30,Quarter,38900000,164260000,47340000,38900000
ABCB,2019-09-30,Quarter,21380000,265350000,69600000,21380000
ABCB,2019-12-31,Quarter,61250000,249190000,69680000,61250000
ABCB,2020-03-31,Quarter,19320000,237150000,69500000,19320000
ABCB,2020-06-30,Quarter,32240000,305980000,69290000,32240000
ABCB,2020-09-30,Quarter,116150000,338950000,69350000,116150000
ABCB,2020-12-31,Quarter,94290000,290930000,69490000,94280000
ABCB,2021-03-31,Quarter,124960000,295920000,69740000,124960000
ABCB,2021-06-30,Quarter,88330000,262990000,69790000,88330000
ABCB,2021-09-30,Quarter,81680000,249610000,69760000,81680000
ABCB,2021-12-31,Quarter,81940000,260130000,69740000,81940000
ABCB,2022-03-31,Quarter,81700000,270290000,69660000,81700000
ABCB,2022-06-30,Quarter,90070000,286410000,69320000,90070000
ABCB,2022-09-30,Quarter,92560000,299630000,69330000,92550000
ABCB,2022-12-31,Quarter,82220000,321990000,69400000,82220000
ABCB,2023-03-31,Quarter,60420000,351770000,69320000,60420000
ABCB,2023-06-30,Quarter,62640000,389300000,69040000,62640000
ABCB,2023-09-30,Quarter,80120000,393730000,68990000,80120000
ABCB,2023-12-31,Quarter,65930000,388460000,69020000,65930000
ABCB,2024-03-31,Quarter,74310000,395330000,69010000,74310000
ABCB,2024-06-30,Quarter,90790000,436030000,68780000,90790000
ABCB,2024-09-30,Quarter,99210000,424860000,69070000,99210000
ABCD,2016-09-30,Quarter,3830000,42110000,47290000,3830000
ABCD,2016-12-31,Quarter,2940000,37490000,41430000,2940000
ABCD,2017-03-31,Quarter,2530000,35970000,47440000,2530000
ABCD,2017-06-30,Quarter,5790000,40360000,47480000,5790000
ABCD,2017-09-30,Quarter,6480000,43520000,47630000,6480000
ABCD,2017-12-31,Quarter,30260000,38330000,46550000,30260000
ABCD,2018-03-31,Quarter,2610000,36610000,48070000,2610000
ABCD,2018-06-30,Quarter,4440000,41000000,48380000,4440000
ABCD,2018-09-30,Quarter,5880000,44730000,48500000,5880000
ABCL,2021-06-30,Quarter,-2320000,27640000,272200000,-2320000
ABCL,2021-09-30,Quarter,-21380000,5510000,278930000,-21380000
ABCL,2021-12-31,Quarter,59950000,139310000,315260000,59950000
ABCL,2022-03-31,Quarter,168570000,316580000,311480000,168570000
ABCL,2022-06-30,Quarter,-6790000,45920000,284690000,-6790000
ABCL,2022-09-30,Quarter,26620000,101380000,323320000,26620000
ABCL,2022-12-31,Quarter,-69490000,-230730000,290000000,-69490000
ABCL,2023-03-31,Quarter,-40110000,12190000,287770000,-40110000
ABCL,2023-06-30,Quarter,-30530000,10060000,288910000,-30530000
ABCL,2023-09-30,Quarter,-28610000,6600000,289500000,-28610000
ABCL,2023-12-31,Quarter,-47150000,9180000,277350000,-47150000
ABCL,2024-03-31,Quarter,-40610000,9950000,292720000,-40610000
ABCL,2024-06-30,Quarter,-36930000,7320000,294220000,-36930000
ABCL,2024-09-30,Quarter,-51110000,6510000,294850000,-51110000
ABCO,2016-09-30,Quarter,37540000,200460000,40490000,37540000
ABCO,2016-12-31,Quarter,35870000,203850000,40560000,35870000
ABCO,2017-03-31,Quarter,19650000,194540000,41040000,19650000
ABCO,2017-06-30,Quarter,14750000,200300000,41460000,14750000
ABDC,2016-09-30,Quarter,-1840000,9120000,13490000,-1840000
ABDC,2016-12-31,Quarter,4920000,10900000,13680000,4920000
ABDC,2017-03-31,Quarter,1030000,9200000,13440000,1030000
ABDC,2017-06-30,Quarter,-5150000,8340000,13610000,-5150000
ABDC,2017-09-30,Quarter,-1610000,7610000,14250000,-1610000
ABDC,2017-12-31,Quarter,-13370000,8200000,14240000,-13370000
ABDC,2018-03-31,Quarter,3540000,8180000,14200000,3540000
ABDC,2018-06-30,Quarter,-2240000,7250000,13730000,-2240000
